date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-06-09,00400A,主動國泰動能高息,listed,14.27,14.65,14.17,14.63,0.55,3.9062,39839738,575784984,6308,TWSE
2026-06-09,00401A,主動摩根台灣鑫收,listed,13.4,13.73,13.37,13.73,0.48,3.6226,3589282,48654457,793,TWSE
2026-06-09,00402A,主動安聯美國科技,listed,10.0,10.02,9.83,10.01,0.53,5.5907,110315846,1103476387,19991,TWSE
2026-06-09,00403A,主動統一升級50,listed,10.26,10.42,10.15,10.41,0.28,2.7641,424730303,4380041766,60749,TWSE
2026-06-09,00404A,主動聯博動能50,listed,9.83,9.97,9.73,9.96,0.33,3.4268,38457972,379320240,6409,TWSE
2026-06-09,00405A,主動富邦台灣龍耀,listed,9.47,9.48,9.23,9.48,0.37,4.0615,484277791,4538991176,67551,TWSE
2026-06-09,0050,元大台灣50,listed,102.1,103.6,101.35,103.5,2.55,2.526,246039378,25054932573,121189,TWSE
2026-06-09,0051,元大中型100,listed,138.8,141.85,137.7,141.85,4.6,3.3515,67340,9420404,536,TWSE
2026-06-09,0052,富邦科技,listed,59.5,60.3,59.05,60.15,1.3,2.209,20249672,1210563496,18510,TWSE
2026-06-09,0053,元大電子,listed,233.9,237.95,233.75,237.95,7.05,3.0533,83600,19669450,2306,TWSE
2026-06-09,0055,元大MSCI金融,listed,38.49,40.41,38.49,40.3,2.15,5.6356,1327094,52954215,1000,TWSE
2026-06-09,0056,元大高股息,listed,49.87,51.3,49.72,51.25,1.8,3.64,58646039,2968784035,29383,TWSE
2026-06-09,0057,富邦摩台,listed,302.4,306.55,302.25,306.55,8.15,2.7312,49977,15196040,151,TWSE
2026-06-09,0061,元大寶滬深,listed,24.3,24.35,24.22,24.33,0.08,0.3299,107798,2617361,165,TWSE
2026-06-09,006203,元大MSCI台灣,listed,185.85,188.15,185.85,188.15,4.8,2.6179,12565,2344853,112,TWSE
2026-06-09,006204,永豐臺灣加權,listed,219.25,223.65,218.75,223.65,6.95,3.2072,22479,4929389,106,TWSE
2026-06-09,006205,富邦上証,listed,39.18,39.6,39.18,39.6,0.18,0.4566,650674,25633071,258,TWSE
2026-06-09,006206,元大上證50,listed,35.81,35.92,35.49,35.56,-0.16,-0.4479,66346,2362067,131,TWSE
2026-06-09,006207,復華滬深,listed,32.48,32.69,32.44,32.69,0.16,0.4919,418551,13613296,96,TWSE
2026-06-09,006208,富邦台50,listed,236.6,239.75,234.7,239.55,5.7,2.4375,2690452,639473728,9374,TWSE
2026-06-09,00625K,富邦上証+R,listed,,,,,0.0,,0,0,0,TWSE
2026-06-09,00631L,元大台灣50正2,listed,34.52,35.56,34.12,35.44,1.64,4.8521,252529320,8804438758,76295,TWSE
