date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-05-22,00400A,主動國泰動能高息,listed,13.72,13.9,13.66,13.9,0.44,3.2689,49668673,685010807,9069,TWSE
2026-05-22,00401A,主動摩根台灣鑫收,listed,12.94,13.1,12.85,13.08,0.36,2.8302,11339450,147101354,1404,TWSE
2026-05-22,00403A,主動統一升級50,listed,10.12,10.21,10.12,10.2,0.19,1.8981,541477121,5509323726,86819,TWSE
2026-05-22,0050,元大台灣50,listed,96.3,97.3,96.0,97.3,1.45,1.5128,64288280,6213742970,70101,TWSE
2026-05-22,0051,元大中型100,listed,133.6,136.4,133.6,136.4,3.85,2.9046,91624,12420738,567,TWSE
2026-05-22,0052,富邦科技,listed,56.85,57.7,56.6,57.65,1.25,2.2163,33005123,1886164409,16354,TWSE
2026-05-22,0053,元大電子,listed,224.95,226.5,224.4,225.85,3.6,1.6198,26564,5976932,250,TWSE
2026-05-22,0055,元大MSCI金融,listed,33.95,34.0,33.71,33.9,-0.09,-0.2648,321516,10888793,471,TWSE
2026-05-22,0056,元大高股息,listed,45.82,46.41,45.66,46.35,0.91,2.0026,56808210,2622430304,26881,TWSE
2026-05-22,0057,富邦摩台,listed,287.5,289.45,286.6,289.4,4.3,1.5082,6322,1819332,126,TWSE
2026-05-22,0061,元大寶滬深,listed,24.88,24.88,24.6,24.69,-0.3,-1.2005,279022,6883645,191,TWSE
2026-05-22,006203,元大MSCI台灣,listed,176.8,178.05,176.5,177.25,1.9,1.0835,36674,6494100,149,TWSE
2026-05-22,006204,永豐臺灣加權,listed,209.25,211.65,209.25,211.65,4.15,2.0,32807,6904519,125,TWSE
2026-05-22,006205,富邦上証,listed,41.0,41.0,40.59,40.72,-0.79,-1.9032,1071464,43651167,464,TWSE
2026-05-22,006206,元大上證50,listed,37.0,37.0,36.46,36.57,-0.51,-1.3754,138415,5060891,109,TWSE
2026-05-22,006207,復華滬深,listed,33.31,33.31,32.81,32.99,-0.38,-1.1387,162877,5368801,67,TWSE
2026-05-22,006208,富邦台50,listed,222.8,225.05,222.05,225.05,3.5,1.5798,3447577,771051367,8616,TWSE
2026-05-22,00625K,富邦上証+R,listed,8.88,8.88,8.88,8.88,-0.14,-1.5521,6000,53280,2,TWSE
2026-05-22,00631L,元大台灣50正2,listed,31.95,32.57,31.67,32.56,0.98,3.1032,191027426,6126073302,46772,TWSE
2026-05-22,00632R,元大台灣50反1,listed,11.21,11.26,11.08,11.08,-0.21,-1.8601,120549870,1345949351,16101,TWSE
2026-05-22,00633L,富邦上証正2,listed,51.0,51.05,50.15,50.7,-1.25,-2.4062,3770777,191061182,955,TWSE
2026-05-22,00634R,富邦上証反1,listed,3.11,3.13,3.11,3.11,0.03,0.974,189000,588960,17,TWSE
2026-05-22,00635U,期元大S&P黃金,listed,47.4,47.42,47.26,47.35,-0.02,-0.0422,3491556,165281604,2619,TWSE
2026-05-22,00636,國泰中國A50,listed,28.44,28.44,27.98,28.08,-0.4,-1.4045,1131986,31818535,327,TWSE
2026-05-22,00636K,國泰中國A50+U,listed,8.96,8.96,8.96,8.96,-0.12,-1.3216,200,1792,2,TWSE
2026-05-22,00637L,元大滬深300正2,listed,21.22,21.22,20.71,20.91,-0.57,-2.6536,44970601,941331271,4940,TWSE
2026-05-22,00638R,元大滬深300反1,listed,6.6,6.7,6.6,6.65,0.12,1.8377,120400,802444,33,TWSE
2026-05-22,00639,富邦深100,listed,17.68,17.74,17.51,17.7,-0.19,-1.062,1386717,24441083,328,TWSE
2026-05-22,00640L,富邦日本正2,listed,99.2,99.8,98.85,99.7,1.35,1.3726,261210,25931388,139,TWSE
2026-05-22,00641R,富邦日本反1,listed,3.92,3.93,3.9,3.91,-0.02,-0.5089,945050,3691395,82,TWSE
2026-05-22,00642U,期元大S&P石油,listed,30.93,31.05,30.64,30.88,-0.48,-1.5306,5913908,182556093,2176,TWSE
2026-05-22,00643,群益深証中小,listed,20.1,20.23,19.97,20.18,-0.21,-1.0299,2619111,52710554,214,TWSE
2026-05-22,00643K,群益深証中小+R,listed,,,,,0.0,,0,0,0,TWSE
2026-05-22,00645,富邦日本,listed,54.8,54.95,54.7,54.85,0.3,0.55,179481,9837446,291,TWSE
2026-05-22,00646,元大S&P500,listed,74.0,74.25,74.0,74.25,0.25,0.3378,5870192,435398486,3189,TWSE
2026-05-22,00647L,元大S&P500正2,listed,134.55,134.55,133.35,133.85,1.1,0.8286,28860,3858308,66,TWSE
2026-05-22,00648R,元大S&P500反1,listed,4.02,4.02,4.0,4.01,-0.02,-0.4963,618480,2476831,58,TWSE
2026-05-22,00650L,復華香港正2,listed,17.21,17.29,17.02,17.24,0.06,0.3492,4124552,70856380,527,TWSE
2026-05-22,00651R,復華香港反1,listed,5.26,5.26,5.2,5.21,-0.02,-0.3824,40820,213556,8,TWSE
2026-05-22,00652,富邦印度,listed,32.21,32.3,32.05,32.29,0.08,0.2484,310059,9964649,261,TWSE
2026-05-22,00653L,富邦印度正2,listed,45.49,45.61,44.92,45.61,0.3,0.6621,171364,7753713,122,TWSE
2026-05-22,00654R,富邦印度反1,listed,6.86,6.86,6.86,6.86,-0.02,-0.2907,2000,13720,1,TWSE
2026-05-22,00655L,國泰中國A50正2,listed,35.31,35.45,34.83,35.24,-0.95,-2.625,1640914,57772083,486,TWSE
2026-05-22,00656R,國泰中國A50反1,listed,5.88,5.93,5.88,5.9,0.06,1.0274,68315,403324,21,TWSE
2026-05-22,00657,國泰日經225,listed,73.85,74.3,73.8,74.3,1.55,2.1306,93102,6894704,91,TWSE
2026-05-22,00657K,國泰日經225+U,listed,23.59,23.59,23.59,23.59,0.49,2.1212,200,4718,2,TWSE
2026-05-22,00660,元大歐洲50,listed,43.4,43.7,43.4,43.7,0.35,0.8074,19156,833983,89,TWSE
2026-05-22,00661,元大日經225,listed,81.15,81.85,80.95,81.85,1.85,2.3125,78192,6363215,240,TWSE
2026-05-22,00662,富邦NASDAQ,listed,119.6,119.65,119.35,119.5,0.3,0.2517,3228112,385827218,2822,TWSE
2026-05-22,00663L,國泰臺灣加權正2,listed,92.0,94.45,91.5,94.4,3.85,4.2518,8575114,797135986,4154,TWSE
2026-05-22,00664R,國泰臺灣加權反1,listed,1.82,1.82,1.79,1.79,-0.05,-2.7174,28337716,51172156,1203,TWSE
2026-05-22,00665L,富邦恒生國企正2,listed,9.61,9.72,9.54,9.69,0.03,0.3106,17747886,170678409,1616,TWSE
2026-05-22,00666R,富邦恒生國企反1,listed,9.13,9.13,9.05,9.05,-0.04,-0.44,16000,145220,5,TWSE
2026-05-22,00668,國泰美國道瓊,listed,58.0,58.1,57.95,58.0,0.4,0.6944,44373,2574221,108,TWSE
2026-05-22,00668K,國泰美國道瓊+U,listed,18.37,18.37,18.37,18.37,0.1,0.5473,200,3674,2,TWSE
2026-05-22,00669R,國泰美國道瓊反1,listed,5.46,5.46,5.44,5.45,-0.05,-0.9091,1340316,7303655,174,TWSE
2026-05-22,00670L,富邦NASDAQ正2,listed,209.0,209.25,207.85,209.0,2.25,1.0883,632634,131977644,823,TWSE
2026-05-22,00671R,富邦NASDAQ反1,listed,2.44,2.46,2.44,2.44,-0.03,-1.2146,5600145,13691632,193,TWSE
2026-05-22,00673R,期元大S&P原油反1,listed,11.8,11.9,11.74,11.82,0.16,1.3722,19060211,225221096,1979,TWSE
2026-05-22,00674R,期元大S&P黃金反1,listed,27.27,27.33,27.24,27.31,-0.03,-0.1097,113885,3107238,26,TWSE
2026-05-22,00675L,富邦臺灣加權正2,listed,278.95,285.85,277.05,285.85,11.5,4.1917,2215530,622956485,2266,TWSE
2026-05-22,00676R,富邦臺灣加權反1,listed,6.18,6.21,6.1,6.1,-0.14,-2.2436,8111421,49882069,891,TWSE
2026-05-22,00678,群益那斯達克生技,listed,35.81,35.82,35.74,35.81,0.1,0.28,217895,7795590,97,TWSE
2026-05-22,00680L,元大美債20正2,listed,6.64,6.68,6.64,6.67,0.06,0.9077,16944061,112736012,789,TWSE
2026-05-22,00681R,元大美債20反1,listed,21.41,21.43,21.4,21.43,-0.11,-0.5107,7050,150927,7,TWSE
2026-05-22,00682U,期元大美元指數,listed,20.39,20.39,20.39,20.39,0.0,0.0,2096,42755,2,TWSE
