date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-05-06,00400A,主動國泰動能高息,listed,13.86,13.91,13.42,13.79,0.2,1.4717,109274940,1495491791,19815,TWSE
2026-05-06,00401A,主動摩根台灣鑫收,listed,12.77,12.77,12.38,12.61,0.08,0.6385,18464735,232149479,2657,TWSE
2026-05-06,0050,元大台灣50,listed,96.05,96.9,94.7,95.75,1.15,1.2156,111759164,10703702958,120555,TWSE
2026-05-06,0051,元大中型100,listed,131.35,131.35,127.9,129.9,0.85,0.6587,80392,10397193,676,TWSE
2026-05-06,0052,富邦科技,listed,56.2,56.75,55.4,56.1,0.7,1.2635,42282249,2370402848,22435,TWSE
2026-05-06,0053,元大電子,listed,221.8,222.55,217.4,219.7,3.4,1.5719,35100,7700460,246,TWSE
2026-05-06,0055,元大MSCI金融,listed,33.36,33.94,33.36,33.86,0.53,1.5902,447176,15133776,656,TWSE
2026-05-06,0056,元大高股息,listed,43.59,43.9,43.16,43.86,1.24,2.9094,106691262,4654946006,41782,TWSE
2026-05-06,0057,富邦摩台,listed,286.05,286.6,280.9,284.05,2.65,0.9417,13131,3718622,129,TWSE
2026-05-06,0061,元大寶滬深,listed,24.55,24.96,24.55,24.95,0.36,1.464,789037,19577722,387,TWSE
2026-05-06,006203,元大MSCI台灣,listed,175.85,175.85,172.2,173.85,0.75,0.4333,12652,2199252,136,TWSE
2026-05-06,006204,永豐臺灣加權,listed,202.7,204.6,202.7,204.6,1.75,0.8627,28661,5853738,149,TWSE
2026-05-06,006205,富邦上証,listed,41.09,41.6,41.09,41.54,0.62,1.5152,520596,21568820,381,TWSE
2026-05-06,006206,元大上證50,listed,37.7,38.05,37.69,37.95,0.34,0.904,114554,4335494,249,TWSE
2026-05-06,006207,復華滬深,listed,33.08,33.37,33.08,33.33,0.33,1.0,477598,15889366,153,TWSE
2026-05-06,006208,富邦台50,listed,222.4,224.1,219.8,222.0,2.4,1.0929,8827473,1960099761,14112,TWSE
2026-05-06,00625K,富邦上証+R,listed,8.9,8.9,8.9,8.9,0.0,0.0,5000,44500,1,TWSE
2026-05-06,00631L,元大台灣50正2,listed,32.18,32.57,31.08,31.89,0.81,2.6062,248016175,7902682642,64096,TWSE
2026-05-06,00632R,元大台灣50反1,listed,11.28,11.47,11.2,11.32,-0.13,-1.1354,154687617,1750835399,16354,TWSE
2026-05-06,00633L,富邦上証正2,listed,52.5,53.7,52.2,53.3,1.25,2.4015,4811310,255673480,861,TWSE
2026-05-06,00634R,富邦上証反1,listed,3.07,3.07,3.03,3.05,-0.03,-0.974,1187100,3612235,48,TWSE
2026-05-06,00635U,期元大S&P黃金,listed,48.42,48.83,48.33,48.81,1.15,2.4129,4207680,204382001,3566,TWSE
2026-05-06,00636,國泰中國A50,listed,28.45,28.85,28.45,28.71,0.26,0.9139,1155444,33129822,445,TWSE
2026-05-06,00636K,國泰中國A50+U,listed,9.07,9.07,9.07,9.07,0.02,0.221,500,4535,1,TWSE
2026-05-06,00637L,元大滬深300正2,listed,21.7,22.14,21.5,22.01,0.55,2.5629,39690869,868964131,4837,TWSE
2026-05-06,00638R,元大滬深300反1,listed,6.57,6.59,6.49,6.51,-0.11,-1.6616,5538478,36009655,118,TWSE
2026-05-06,00639,富邦深100,listed,17.3,17.57,17.3,17.46,0.17,0.9832,1199843,20976632,399,TWSE
2026-05-06,00640L,富邦日本正2,listed,92.65,94.8,92.65,93.6,4.35,4.8739,504728,47416932,352,TWSE
2026-05-06,00641R,富邦日本反1,listed,4.04,4.05,3.98,4.01,-0.1,-2.4331,1536626,6149212,83,TWSE
2026-05-06,00642U,期元大S&P石油,listed,30.49,30.64,30.27,30.59,-0.96,-3.0428,6753279,205618549,2698,TWSE
