date,symbol,name,market,open,high,low,close,change,change_pct,volume,turnover,transactions,source
2026-04-14,00400A,主動國泰動能高息,listed,11.35,11.4,11.23,11.29,0.17,1.5288,63050198,713017728,11485,TWSE
2026-04-14,00401A,主動摩根台灣鑫收,listed,10.76,10.92,10.76,10.86,0.18,1.6854,19186211,208137291,2431,TWSE
2026-04-14,0050,元大台灣50,listed,81.75,83.2,81.75,83.1,2.5,3.1017,129128623,10668730259,101069,TWSE
2026-04-14,0051,元大中型100,listed,117.0,118.15,116.6,117.25,1.35,1.1648,223280,26157433,1401,TWSE
2026-04-14,0052,富邦科技,listed,48.74,49.42,48.59,49.33,1.47,3.0715,52400036,2567682310,27299,TWSE
2026-04-14,0053,元大電子,listed,187.15,188.3,186.0,188.3,5.95,3.263,23567,4407760,280,TWSE
2026-04-14,0055,元大MSCI金融,listed,33.09,33.26,33.05,33.11,0.25,0.7608,212733,7045058,368,TWSE
2026-04-14,0056,元大高股息,listed,39.87,40.13,39.86,39.97,0.45,1.1387,69668541,2787442655,33472,TWSE
2026-04-14,0057,富邦摩台,listed,244.65,246.6,243.3,246.6,7.75,3.2447,18290,4465716,174,TWSE
2026-04-14,0061,元大寶滬深,listed,23.9,24.1,23.87,24.0,0.17,0.7134,608033,14607897,251,TWSE
2026-04-14,006203,元大MSCI台灣,listed,150.35,151.3,150.15,151.3,4.15,2.8203,7244,1086351,137,TWSE
2026-04-14,006204,永豐臺灣加權,listed,182.2,182.75,181.1,182.75,3.85,2.152,28833,5262360,102,TWSE
2026-04-14,006205,富邦上証,listed,40.2,40.33,40.0,40.02,-0.01,-0.025,524529,21086796,242,TWSE
2026-04-14,006206,元大上證50,listed,36.79,37.03,36.74,36.82,0.09,0.245,76059,2801568,99,TWSE
2026-04-14,006207,復華滬深,listed,32.22,32.3,32.02,32.02,0.02,0.0625,223067,7180759,98,TWSE
2026-04-14,006208,富邦台50,listed,189.75,192.4,189.75,192.05,5.1,2.728,5500024,1051153044,12386,TWSE
2026-04-14,00625K,富邦上証+R,listed,,,,,0.0,,0,0,0,TWSE
2026-04-14,00631L,元大台灣50正2,listed,24.54,24.88,24.31,24.83,1.21,5.1228,216060657,5321470604,49692,TWSE
2026-04-14,00632R,元大台灣50反1,listed,13.01,13.05,12.89,12.89,-0.36,-2.717,116360369,1508288476,18536,TWSE
2026-04-14,00633L,富邦上証正2,listed,49.0,49.51,48.86,48.87,0.12,0.2462,4232108,208351126,714,TWSE
2026-04-14,00634R,富邦上証反1,listed,3.2,3.2,3.16,3.19,-0.01,-0.3125,688840,2186848,32,TWSE
2026-04-14,00635U,期元大S&P黃金,listed,50.2,50.3,50.15,50.15,0.41,0.8243,3222395,161835726,4028,TWSE
2026-04-14,00636,國泰中國A50,listed,27.7,27.88,27.66,27.67,0.04,0.1448,864674,24044844,308,TWSE
2026-04-14,00636K,國泰中國A50+U,listed,8.83,8.83,8.83,8.83,0.03,0.3409,200,1766,2,TWSE
2026-04-14,00637L,元大滬深300正2,listed,20.26,20.46,20.18,20.18,0.05,0.2484,33150219,674355099,3612,TWSE
2026-04-14,00638R,元大滬深300反1,listed,6.88,6.88,6.81,6.86,-0.03,-0.4354,301140,2060447,35,TWSE
2026-04-14,00639,富邦深100,listed,16.48,16.68,16.48,16.5,0.04,0.243,956101,15859852,366,TWSE
2026-04-14,00640L,富邦日本正2,listed,93.2,93.55,92.7,92.8,1.55,1.6986,372999,34736790,217,TWSE
2026-04-14,00641R,富邦日本反1,listed,4.05,4.05,4.02,4.04,-0.04,-0.9804,1990900,8028199,80,TWSE
